id,donor,donor_short,canonical_key,aliases,donor_category,website,ngo_eligible,for_profit_eligible,direct_local_org_eligible,govt_or_ccm_route_required,grant_route,procurement_tender_route,loan_dev_finance_route,subrecipient_partner_possible,open_call_unsolicited,invitation_solicited,two_stage_application,online_portal_submission,active_route_status,funding_scope_geographic,lmic_africa_focus,global_multi_country_scope,priority_program_areas,infectious_diseases_fit,hiv_aids_fit,tb_fit,malaria_fit,immunization_vaccines_fit,mnch_fit,srhr_family_planning_fit,nutrition_fit,ncds_fit,hss_fit,digital_health_data_ai_fit,education_fit,economic_development_fit,climate_environment_fit,agriculture_food_security_fit,governance_equity_rights_fit,local_registration_required,local_board_required,authorized_signatory_signoff_required,govt_endorsement_letter_required,tax_exempt_status_required,sam_uei_registration_required,prior_track_record_required,partnership_mandatory,local_partner_required,prefinance_required,cost_sharing_match_required,audited_financials_required,ethics_irb_approval_required,concept_note_required,full_technical_proposal_required,detailed_budget_required,budget_narrative_required,logframe_results_framework_required,theory_of_change_required,workplan_timeline_required,mande_plan_required,cvs_key_personnel_required,org_capacity_statement_required,letters_of_support_required,partner_mou_required,registration_certificate_required,bank_details_required,due_diligence_questionnaire_required,safeguarding_policy_required,data_management_plan_required,risk_management_plan_required,sustainability_exit_plan_required,gender_inclusion_plan_required,environmental_safeguard_required,procurement_plan_required,org_chart_staffing_required,audit_report_required,references_required,award_low_usd,award_high_usd,total_annual_funding_global,funding_mechanism,verification_level,verification_caveats,evidence_summary,notes,source_urls,updated_at,hq_address,hq_country,main_phone,general_email,contact_persons,contact_emails,contact_phones,donor_linkedin_url,contact_linkedin_urls,other_profile_urls,award_size_basis,online_source_check_status,last_checked,row_type,summary_description,mission,vision,donor_values,strategy_url,total_awards,total_funding_to_date,current_awards,past_awards,projected_budget,funding_cycle,recent_activity,application_process,reporting_requirements,past_projects_json,funded_geographies,projected_budget_period,founded,parent_organization,strategic_priorities,in_scope,out_of_scope,selection_criteria,funding_programs,funding_tiers_json,eligibility_notes,application_deadlines,submission_portal_url,strategic_fit_notes,gaps_risks,recommended_approach,program_area_ratings,funders_collaborators,independent_entity_required,welcome_registration_required,hq_country_required,org_stage_required,max_annual_budget_usd,min_track_record_usd,required_partner_type,required_partner_country,max_request_pct_of_budget,min_cofinancing_secured_pct,donor_type,is_dual_role_implementer,opportunity_listing_urls
,Example Health Org,the organisation,Example Health Org,Example Health Org; the organisation,International philanthropies & foundations,https://www.example.org,,,,,,yes,,,,,,,Unknown,"[""Africa"", ""Global"", ""LMICs""]",,,"[""Diagnostics"",""Digital Health (+AI)"",""Market Shaping"",""HIV/AIDS"",""Malaria & NTDs"",""Tuberculosis"",""Vaccines""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Procurement / contracts""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.example.org,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Health; market shaping; digital health; diagnostics; vaccines; HIV; malaria; tuberculosis,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Diagnostics"":4,""Digital Health (+AI)"":4,""Market Shaping"":4,""HIV/AIDS"":4,""Malaria & NTDs"":4,""Tuberculosis"":4,""Vaccines"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://www.example.org/resource-center/
,AB InBev Foundation,,ab inbev foundation,AB InBev Foundation,Private sector / corporate,https://www.abinbevfoundation.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Financial Inclusion"",""Hygiene"",""Safe Water"",""Sanitation""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.abinbevfoundation.org,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Health; Water Sanitation & Hygiene,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Financial Inclusion"":4,""Hygiene"":4,""Safe Water"":4,""Sanitation"":4}",,,,,,,,,,,,Private Sector / Corporate Foundation,no,
,Abilis Foundation,,abilis foundation,Abilis Foundation,International philanthropies & foundations,https://www.abilis.fi,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Social Protection"",""Basic Education"",""Disability Inclusion"",""Gender Equality & GBV"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.abilis.fi,2026-06-24T00:00:00+01:00,,Finland,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Gender Equality & Women’s Empowerment; Social Protection & Human Rights; disability,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Social Protection"":4,""Basic Education"":4,""Disability Inclusion"":4,""Gender Equality & GBV"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,Action for World Solidarity,,action for world solidarity,Action for World Solidarity,International philanthropies & foundations,https://www.aswnet.de,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Social Protection"",""Climate Adaptation & Resilience"",""Gender Equality & GBV"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.aswnet.de,2026-06-24T00:00:00+01:00,,Germany,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Environment & Climate Change; Gender Equality & Women’s Empowerment; Social Protection & Human Rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Social Protection"":4,""Climate Adaptation & Resilience"":4,""Gender Equality & GBV"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,ActionAid,,actionaid,ActionAid,International philanthropies & foundations,https://www.actionaid.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Digital Health (+AI)"",""Financial Inclusion"",""Social Protection"",""Basic Education"",""Gender Equality & GBV"",""Human Rights & Justice"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.actionaid.org,2026-06-24T00:00:00+01:00,,United Kingdom,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Gender Equality & Women’s Empowerment; Humanitarian Aid & Crisis Response; Social Protection & Human Rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Financial Inclusion"":4,""Social Protection"":4,""Basic Education"":4,""Gender Equality & GBV"":4,""Human Rights & Justice"":4,""Emergency Response"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,Acumen Fund,Acumen,acumen fund,Acumen Fund; Acumen,International philanthropies & foundations,https://acumen.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Smallholder Productivity"",""Financial Inclusion""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://acumen.org,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Health; energy; smallholder agriculture,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Smallholder Productivity"":4,""Financial Inclusion"":4}",,,,,,,,,,,,Venture Philanthropy / Impact Investor,no,
,AFRICARE,,africare,AFRICARE,International philanthropies & foundations,https://www.africare.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Food Security & Resilience"",""Gender Equality & GBV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.africare.org,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Food security; Health; Women’s empowerment; Natural resource management,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Gender Equality & GBV"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,Alwaleed Philanthropies,,alwaleed philanthropies,Alwaleed Philanthropies,International philanthropies & foundations,https://www.alwaleedphilanthropies.org,,,,,,,,,,,,,Unknown,"[""Global""]",,,"[""Financial Inclusion"",""Social Protection"",""Basic Education"",""Human Rights & Justice""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.alwaleedphilanthropies.org,2026-06-24T00:00:00+01:00,,Saudi Arabia,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Social Protection & Human Rights,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Financial Inclusion"":4,""Social Protection"":4,""Basic Education"":4,""Human Rights & Justice"":4}",,,,,,,,,,,,Private Foundation & Philanthropic Organization,no,
,American Jewish World Service,AJWS,american jewish world service,American Jewish World Service; AJWS,International philanthropies & foundations,https://ajws.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Digital Health (+AI)"",""Social Protection"",""Climate Adaptation & Resilience"",""Human Rights & Justice"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://ajws.org,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Environment & Climate Change; Health; Humanitarian Aid & Crisis Response; Social Protection & Human Rights; WASH,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Social Protection"":4,""Climate Adaptation & Resilience"":4,""Human Rights & Justice"":4,""Emergency Response"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,
,Amref Health Africa,Amref,amref health africa,Amref Health Africa; Amref; African Medical and Research Foundation,International philanthropies & foundations,https://amref.org,yes,yes,Yes — via competitive RFP / invited proposal,,yes,yes,,,,,,,Active,"[""Africa""]",,,"[""Health Financing"",""Antimicrobial Resistance (AMR)"",""Health Workforce"",""MNCH"",""SRH"",""Pandemic Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://amref.org; https://amref.org/tenders/,2026-06-24T00:00:00+01:00,,Kenya,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Health; community health systems,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Health Financing"":4,""Antimicrobial Resistance (AMR)"":4,""Health Workforce"":4,""Pandemic Response"":4,""MNCH"":4,""SRH"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://amref.org/tenders/
,Caritas Internationalis,Caritas,caritas internationalis,Caritas Internationalis; Caritas,International philanthropies & foundations,https://www.caritas.org,,,,,,,,,,,,,Unknown,"[""Africa""]",,,"[""Food Security & Resilience"",""Digital Health (+AI)"",""Basic Education"",""Emergency Response"",""Nutrition""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants""]",low,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,"Official homepage captured; detailed eligibility, opportunity route, and contact fields not independently verified in this pass.",Directory-seeded addition from Hub for Good active funders list or explicit dual-role implementer example; do not use for eligibility decisions until official opportunity/policy pages are verified.,https://www.caritas.org,2026-06-24T00:00:00+01:00,,Holy See (Vatican),,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Education; Food Security & Nutrition; Health; Humanitarian Aid & Crisis Response,,,,,,,,,,Unknown,,Unknown,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Digital Health (+AI)"":4,""Basic Education"":4,""Emergency Response"":4,""Nutrition"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO); Faith-Based Organization,yes,
,Catholic Relief Services,CRS,catholic relief services,Catholic Relief Services; CRS,International philanthropies & foundations,https://www.crs.org,yes,yes,Yes — via competitive RFP / invited proposal,,,yes,,,,,,,Active,"[""Global"",""Africa""]",,,"[""Food Security & Resilience"",""Financial Inclusion"",""Basic Education"",""Hygiene"",""Safe Water"",""Sanitation"",""Nutrition"",""Emergency Response""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance"",""In-kind / commodities""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://www.crs.org; https://www.crs.org/bid-opportunities,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Education; Food Security & Nutrition; Health; Water Sanitation & Hygiene,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Food Security & Resilience"":4,""Financial Inclusion"":4,""Basic Education"":4,""Hygiene"":4,""Safe Water"":4,""Sanitation"":4,""Nutrition"":4,""Emergency Response"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO); Faith-Based Organization,yes,https://www.crs.org/bid-opportunities
,CARE International,CARE,care international,CARE International; CARE,International philanthropies & foundations,https://www.care.org,yes,yes,Yes — via competitive RFP / invited proposal,,,yes,,,,,,,Active,"[""Global"",""Africa""]",,,"[""Digital Health (+AI)"",""Financial Inclusion"",""Gender Equality & GBV"",""Emergency Response"",""SRH"",""Food Security & Resilience""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Grants"",""Procurement / contracts"",""Technical assistance""]",medium,Seeded from Hub for Good directory and/or prompt examples; official eligibility and opportunity route require donor-site verification.,Official website and opportunity/procurement page identified; eligibility details remain call-specific.,Added from HubForGood/donor-intelligence discovery and confirmed against official website/opportunity page where available.,https://www.care.org; https://www.care-international.org; https://www.care.org/about-us/contact-us/request-for-proposals/,2026-06-24T00:00:00+01:00,,United States,,,,,,,,https://www.hubforgood.africa/List-of-Active-Funders-in-Africa-1e50fed8799b81c6ac03dc93d9b40f25,,,2026-06-24,donor_or_funder,Economic Development & Financial Inclusion; Gender Equality & Women’s Empowerment; Health; Humanitarian Aid & Crisis Response,,,,,,,,,,Ad hoc / by announcement,,Competitive tender / RFP,Unknown,[],,,,,,,,,,[],,,,,,,"{""Digital Health (+AI)"":4,""Financial Inclusion"":4,""Gender Equality & GBV"":4,""Emergency Response"":4,""Food Security & Resilience"":4,""SRH"":4}",,,,,,,,,,,,Implementing Partner & Sub-grantor (NGO),yes,https://www.care.org/about-us/contact-us/request-for-proposals/
